species,subject,time,hemisphere,gm_or_wm,sulcus,index_number,x,y,z
macaque,7,8months,rh,pi,pr,4,-32.003318786621094,-46.15634536743164,24.14856719970703
macaque,7,8months,rh,pi,pr,5,-35.03657150268555,-40.58619689941406,24.159549713134766
macaque,7,8months,rh,pi,pr,6,-38.079071044921875,-33.070430755615234,24.8026123046875
macaque,7,8months,rh,pi,pr,7,-39.796016693115234,-27.821109771728516,26.41045570373535
macaque,7,8months,rh,pi,st,1,-20.817716598510742,-21.649812698364258,-27.0294132232666
macaque,7,8months,rh,pi,st,2,-25.189828872680664,-20.181745529174805,-28.965919494628906
macaque,7,8months,rh,pi,st,3,-30.24842643737793,-17.648475646972656,-26.40590476989746
macaque,7,8months,rh,pi,st,4,-34.73095703125,-16.38214111328125,-23.486774444580078
macaque,7,8months,rh,pi,st,5,-37.47179412841797,-15.043408393859863,-22.16404914855957
macaque,7,8months,rh,pi,st,6,-42.79494857788086,-13.045701026916504,-20.245309829711914
macaque,7,8months,rh,pi,st,7,-45.93265151977539,-9.364352226257324,-17.940401077270508
macaque,7,8months,rh,pi,st,8,-49.91746139526367,-5.4644670486450195,-15.099248886108398
macaque,7,8months,rh,pi,st,9,-53.03740692138672,0.025959156453609467,-10.455781936645508
macaque,7,8months,rh,pi,st,10,-54.7940559387207,4.070276737213135,-5.73875093460083
macaque,7,8months,rh,pi,st,11,-55.62036895751953,7.6531548500061035,-1.6541281938552856
macaque,7,8months,rh,pi,st,12,-56.082454681396484,10.73817253112793,1.4598902463912964
macaque,7,8months,rh,pi,st,13,-56.46902847290039,14.750203132629395,5.5121564865112305
macaque,7,8months,rh,pi,st,14,-55.530582427978516,17.440160751342773,9.276878356933594
macaque,7,8months,rh,pi,st,15,-54.76304244995117,20.345653533935547,13.254873275756836
macaque,7,8months,rh,pi,st,16,-53.91301345825195,23.66924285888672,18.658708572387695
macaque,7,8months,rh,pi,st,17,-48.78572082519531,28.713342666625977,24.048437118530273
macaque,7,8months,rh,pi,st,18,-45.54133224487305,31.84066390991211,27.750347137451172
macaque,7,8months,rh,pi,st,19,-42.15178680419922,35.058982849121094,31.207523345947266
macaque,7,8months,rh,pi,st,20,-38.82746505737305,35.259315490722656,34.97639083862305
macaque,7,8months,rh,pi,st,21,-34.6450309753418,36.49709701538086,37.60175704956055
macaque,7,8months,rh,pi,st,22,-31.166717529296875,39.57878875732422,40.910648345947266
macaque,7,8months,rh,pi,st,23,-27.103221893310547,43.115238189697266,43.89835739135742
macaque,7,8months,rh,pi,st,24,-23.73964500427246,46.41147232055664,45.09394073486328
macaque,7,8months,rh,wh,arc,1,-22.547117233276367,-32.23960876464844,31.21746063232422
macaque,7,8months,rh,wh,arc,2,-22.494503021240234,-24.72665786743164,29.41233253479004
macaque,7,8months,rh,wh,arc,3,-23.618680953979492,-18.415746688842773,26.95879554748535
macaque,7,8months,rh,wh,arc,4,-28.6514892578125,-17.614805221557617,20.376323699951172
macaque,7,8months,rh,wh,arc,5,-32.65104293823242,-21.7100830078125,13.960653305053711
macaque,7,8months,rh,wh,arc,6,-35.94184112548828,-26.569076538085938,10.145397186279297
macaque,7,8months,rh,wh,arc,7,-39.5367317199707,-27.692323684692383,4.617921352386475
macaque,7,8months,rh,wh,ca,1,-28.937545776367188,30.025516510009766,9.785916328430176
macaque,7,8months,rh,wh,ca,2,-30.649274826049805,34.69940948486328,9.595144271850586
macaque,7,8months,rh,wh,ca,3,-33.331180572509766,41.8322639465332,11.958184242248535
macaque,7,8months,rh,wh,ca,4,-34.05931854248047,48.85976791381836,14.083056449890137
macaque,7,8months,rh,wh,ca,5,-33.649513244628906,56.12398147583008,17.113300323486328
macaque,7,8months,rh,wh,ca,6,-32.97711944580078,60.7015266418457,18.324121475219727
macaque,7,8months,rh,wh,ca,7,-29.54498863220215,65.08638000488281,18.488487243652344
macaque,7,8months,rh,wh,ca,8,-17.330814361572266,71.67173767089844,17.789941787719727
macaque,7,8months,rh,wh,ca,9,-10.054177284240723,73.72770690917969,16.549816131591797
macaque,7,8months,rh,wh,ce,1,-13.839306831359863,12.146037101745605,46.46070861816406
macaque,7,8months,rh,wh,ce,2,-18.340909957885742,10.06103229522705,41.05838394165039
macaque,7,8months,rh,wh,ce,3,-25.291444778442383,6.547133445739746,32.77079772949219
macaque,7,8months,rh,wh,ce,4,-30.978174209594727,3.2913818359375,28.41271209716797
macaque,7,8months,rh,wh,ce,5,-35.434574127197266,-2.606316566467285,23.131559371948242
macaque,7,8months,rh,wh,ce,6,-43.7130126953125,-5.1232008934021,19.451404571533203
macaque,7,8months,rh,wh,ce,7,-48.00887680053711,-6.159291744232178,14.946426391601562
macaque,7,8months,rh,wh,ci,1,-15.58376693725586,25.923120498657227,47.709163665771484
macaque,7,8months,rh,wh,ci,2,-17.84622573852539,22.175004959106445,43.71477508544922
macaque,7,8months,rh,wh,ci,3,-18.399402618408203,19.04296112060547,39.47549057006836
macaque,7,8months,rh,wh,ci,4,-17.864397048950195,13.74616813659668,33.6644401550293
macaque,7,8months,rh,wh,ci,5,-17.515905380249023,6.5657806396484375,31.86379051208496
macaque,7,8months,rh,wh,ci,6,-17.8031063079834,-4.076902389526367,33.209171295166016
macaque,7,8months,rh,wh,ci,7,-16.659574508666992,-14.570040702819824,31.932937622070312
macaque,7,8months,rh,wh,ci,8,-16.67319679260254,-26.179048538208008,29.621999740600586
macaque,7,8months,rh,wh,ci,9,-18.183977127075195,-36.677791595458984,26.408838272094727
macaque,7,8months,rh,wh,ci,10,-16.18559455871582,-42.33775329589844,25.162546157836914
macaque,7,8months,rh,wh,ci,11,-13.679296493530273,-46.395362854003906,23.422719955444336
macaque,7,8months,rh,wh,ci,12,-10.929925918579102,-50.10840606689453,20.072484970092773
macaque,7,8months,rh,wh,co,1,-8.72244930267334,25.45764923095703,14.631152153015137
macaque,7,8months,rh,wh,co,2,-8.364917755126953,26.21232032775879,17.943525314331055
macaque,7,8months,rh,wh,co,3,-7.85244083404541,20.43724822998047,22.745079040527344
macaque,7,8months,rh,wh,co,4,-7.687668800354004,11.365456581115723,25.223031997680664
macaque,7,8months,rh,wh,co,5,-7.2961745262146,3.778623342514038,26.501802444458008
macaque,7,8months,rh,wh,co,6,-7.92094087600708,-2.2917439937591553,27.1619930267334
macaque,7,8months,rh,wh,co,7,-8.037898063659668,-10.10991096496582,27.76095199584961
macaque,7,8months,rh,wh,co,8,-7.929664134979248,-21.98621368408203,26.913503646850586
macaque,7,8months,rh,wh,co,9,-8.452960014343262,-30.064762115478516,25.061954498291016
macaque,7,8months,rh,wh,co,10,-8.513358116149902,-34.65201187133789,23.164213180541992
macaque,7,8months,rh,wh,co,11,-4.3362555503845215,-35.46052551269531,19.279712677001953
macaque,7,8months,rh,wh,co,12,-5.908128261566162,-29.67991828918457,16.324932098388672
macaque,7,8months,rh,wh,co,13,-5.287373065948486,-25.45548439025879,16.478347778320312
macaque,7,8months,rh,wh,co,14,-4.308718681335449,-21.6118106842041,16.76789665222168
macaque,7,8months,rh,wh,di,1,-21.96871566772461,-13.619526863098145,40.38517379760742
macaque,7,8months,rh,wh,di,2,-22.13103675842285,-7.346035957336426,40.62123489379883
macaque,7,8months,rh,wh,di,3,-23.81709861755371,-3.25700306892395,41.78825378417969
macaque,7,8months,rh,wh,io,1,-48.10816955566406,29.89320945739746,11.751853942871094
macaque,7,8months,rh,wh,io,2,-44.23356246948242,34.389244079589844,9.434147834777832
macaque,7,8months,rh,wh,io,3,-40.777957916259766,39.32376480102539,8.693882942199707
macaque,7,8months,rh,wh,io,4,-39.48332977294922,45.02117919921875,8.627104759216309
macaque,7,8months,rh,wh,io,5,-38.819786071777344,50.24052047729492,8.272956848144531
macaque,7,8months,rh,wh,io,6,-36.26933670043945,54.97096633911133,7.028030872344971
macaque,7,8months,rh,wh,io,7,-33.347618103027344,59.56414794921875,5.863744735717773
macaque,7,8months,rh,wh,io,8,-30.820907592773438,64.46420288085938,4.078325271606445
macaque,7,8months,rh,wh,ip,1,-43.840023040771484,1.0343464612960815,25.477001190185547
macaque,7,8months,rh,wh,ip,2,-40.543853759765625,4.326450824737549,24.929880142211914
macaque,7,8months,rh,wh,ip,3,-34.186954498291016,8.02707576751709,26.382041931152344
macaque,7,8months,rh,wh,ip,4,-27.75729751586914,12.741467475891113,27.078584671020508
macaque,7,8months,rh,wh,ip,5,-21.97184181213379,19.165075302124023,27.557170867919922
macaque,7,8months,rh,wh,ip,6,-17.4550838470459,26.234909057617188,28.070167541503906
macaque,7,8months,rh,wh,ip,7,-15.045357704162598,35.674171447753906,31.19599151611328
macaque,7,8months,rh,wh,ip,8,-12.84320068359375,42.14209747314453,25.346542358398438
macaque,7,8months,rh,wh,ip,9,-11.479058265686035,49.192012786865234,22.562814712524414
macaque,7,8months,rh,wh,ip,10,-15.821818351745605,56.29269790649414,33.84465408325195
macaque,7,8months,rh,wh,la,1,-6.52314567565918,-11.496729850769043,-6.598849773406982
macaque,7,8months,rh,wh,la,2,-25.85761260986328,-9.981042861938477,-9.167435646057129
macaque,7,8months,rh,wh,la,3,-32.124576568603516,-14.750004768371582,-9.00024700164795
macaque,7,8months,rh,wh,la,4,-36.817264556884766,-8.59338665008545,-4.555251121520996
macaque,7,8months,rh,wh,la,5,-38.41567611694336,-2.2047457695007324,-1.4030141830444336
macaque,7,8months,rh,wh,la,6,-37.45743179321289,4.666931629180908,3.712855577468872
macaque,7,8months,rh,wh,la,7,-35.130672454833984,7.199622631072998,9.179370880126953
macaque,7,8months,rh,wh,la,8,-31.310958862304688,11.9812593460083,14.509271621704102
macaque,7,8months,rh,wh,la,9,-30.22715950012207,17.38070297241211,19.465648651123047
macaque,7,8months,rh,wh,la,10,-33.29856872558594,23.158092498779297,25.0427188873291
macaque,7,8months,rh,wh,la,11,-36.68308639526367,27.265214920043945,28.578168869018555
macaque,7,8months,rh,wh,lu,1,-48.144596099853516,41.43528747558594,8.340434074401855
macaque,7,8months,rh,wh,lu,2,-42.53384780883789,44.02359390258789,12.324410438537598
macaque,7,8months,rh,wh,lu,3,-37.528629302978516,46.32489013671875,15.720431327819824
macaque,7,8months,rh,wh,lu,4,-33.34044647216797,50.04124450683594,18.84139060974121
macaque,7,8months,rh,wh,lu,5,-30.277414321899414,54.83330154418945,20.312665939331055
macaque,7,8months,rh,wh,lu,6,-26.009307861328125,58.365760803222656,23.089385986328125
macaque,7,8months,rh,wh,lu,7,-23.51336669921875,59.18648910522461,26.334556579589844
macaque,7,8months,rh,wh,lu,8,-19.224170684814453,58.08662414550781,31.78131675720215
macaque,7,8months,rh,wh,lu,9,-15.814958572387695,56.322235107421875,33.85979080200195
macaque,7,8months,rh,wh,of,2,-12.943517684936523,-52.291290283203125,16.15399742126465
macaque,7,8months,rh,wh,of,3,-14.20948600769043,-44.95104217529297,17.464500427246094
macaque,7,8months,rh,wh,of,4,-15.068086624145508,-38.58000564575195,16.960546493530273
macaque,7,8months,rh,wh,of,5,-14.960861206054688,-31.4067325592041,12.19808578491211
macaque,7,8months,rh,wh,of,6,-13.880118370056152,-26.799880981445312,6.2002410888671875
macaque,7,8months,rh,wh,po,1,-13.961233139038086,55.58443832397461,15.228250503540039
macaque,7,8months,rh,wh,po,2,-17.453840255737305,56.00909423828125,18.257387161254883
macaque,7,8months,rh,wh,po,3,-19.90071678161621,56.18760299682617,21.43408966064453
macaque,7,8months,rh,wh,po,4,-16.30808448791504,55.54438400268555,25.69932746887207
macaque,7,8months,rh,wh,po,5,-15.560131072998047,55.47258758544922,31.30229377746582
macaque,7,8months,rh,wh,po,6,-15.523898124694824,56.41884231567383,33.877357482910156
macaque,7,8months,rh,wh,pr,1,-15.018974304199219,-51.494171142578125,20.834426879882812
macaque,7,8months,rh,wh,pr,2,-17.472034454345703,-46.307960510253906,21.671537399291992
macaque,7,8months,rh,wh,pr,3,-19.81462860107422,-40.291255950927734,22.741979598999023
macaque,7,8months,rh,wh,pr,4,-22.696073532104492,-34.52433395385742,22.825284957885742
macaque,7,8months,rh,wh,pr,5,-26.762805938720703,-29.401819229125977,22.834753036499023
macaque,7,8months,rh,wh,pr,6,-34.18568801879883,-25.32391929626465,24.533889770507812
macaque,7,8months,rh,wh,st,1,-24.50185775756836,-13.8286771774292,-20.271446228027344
macaque,7,8months,rh,wh,st,2,-27.89048957824707,-9.159923553466797,-16.313552856445312
macaque,7,8months,rh,wh,st,3,-31.598155975341797,-1.2704696655273438,-14.466903686523438
macaque,7,8months,rh,wh,st,4,-35.56877899169922,5.657988548278809,-10.627196311950684
macaque,7,8months,rh,wh,st,5,-34.269813537597656,11.409317016601562,-4.492702007293701
macaque,7,8months,rh,wh,st,6,-34.353515625,16.54403305053711,-0.13814160227775574
macaque,7,8months,rh,wh,st,7,-35.49945068359375,20.671571731567383,6.046604633331299
macaque,7,8months,rh,wh,st,8,-31.170351028442383,27.43370819091797,13.232685089111328
macaque,7,8months,rh,wh,st,9,-23.940570831298828,31.206506729125977,18.868900299072266
macaque,7,8months,rh,wh,st,10,-20.510799407958984,34.72563934326172,23.631961822509766
macaque,7,8months,rh,wh,st,11,-20.512571334838867,38.99523162841797,31.469980239868164
macaque,7,8months,rh,wh,st,12,-19.5500545501709,42.934043884277344,37.80451583862305
macaque,8,24months,lh,pi,arc,1,7.473921298980713,-44.035892486572266,24.977060317993164
macaque,8,24months,lh,pi,arc,2,12.800387382507324,-42.123374938964844,24.058839797973633
macaque,8,24months,lh,pi,arc,3,18.088117599487305,-37.72148895263672,25.575828552246094
macaque,8,24months,lh,pi,arc,4,22.98172950744629,-33.20368194580078,26.585250854492188
macaque,8,24months,lh,pi,arc,5,27.372509002685547,-31.560094833374023,25.076208114624023
macaque,8,24months,lh,pi,arc,6,32.464271545410156,-31.092370986938477,20.3912410736084
macaque,8,24months,lh,pi,arc,7,35.371150970458984,-33.256961822509766,13.128724098205566
macaque,8,24months,lh,pi,arc,8,35.62762451171875,-37.338783264160156,7.043773174285889
macaque,8,24months,lh,pi,cb,1,4.5786051750183105,59.613990783691406,25.537691116333008
macaque,8,24months,lh,pi,cb,2,15.84174919128418,59.23981857299805,22.205339431762695
macaque,8,24months,lh,pi,cb,3,24.219093322753906,56.864192962646484,19.406091690063477
macaque,8,24months,lh,pi,cb,4,32.303680419921875,51.97842025756836,14.531986236572266
macaque,8,24months,lh,pi,cb,5,38.05849075317383,43.8398323059082,10.51993179321289
macaque,8,24months,lh,pi,cb,6,38.83571243286133,34.12374496459961,8.62810230255127
macaque,8,24months,lh,pi,cb,7,32.60559844970703,34.922454833984375,1.124755620956421
macaque,8,24months,lh,pi,cb,8,25.486764907836914,29.08159637451172,-2.0013654232025146
macaque,8,24months,lh,pi,cb,9,17.265628814697266,34.19581604003906,-7.849605083465576
macaque,8,24months,lh,pi,cb,10,13.342361450195312,43.857872009277344,-9.424415588378906
macaque,8,24months,lh,pi,ce,1,2.2733304500579834,-11.572668075561523,51.526756286621094
macaque,8,24months,lh,pi,ce,2,7.564016342163086,-13.286081314086914,49.657711029052734
macaque,8,24months,lh,pi,ce,3,13.506794929504395,-14.529610633850098,45.877464294433594
macaque,8,24months,lh,pi,ce,4,20.28014373779297,-17.16824722290039,41.930362701416016
macaque,8,24months,lh,pi,ce,5,25.426815032958984,-20.567712783813477,36.7301139831543
macaque,8,24months,lh,pi,ce,6,29.66994285583496,-22.531143188476562,32.756656646728516
macaque,8,24months,lh,pi,ce,7,34.91080093383789,-21.645627975463867,29.345487594604492
macaque,8,24months,lh,pi,ce,8,40.132347106933594,-18.369075775146484,26.116981506347656
macaque,8,24months,lh,pi,ce,9,44.872432708740234,-13.713915824890137,21.65645980834961
macaque,8,24months,lh,pi,di,1,9.21267318725586,-33.823577880859375,34.80949020385742
macaque,8,24months,lh,pi,di,2,9.63593864440918,-26.39164161682129,37.79401779174805
macaque,8,24months,lh,pi,di,3,10.909996032714844,-23.365402221679688,41.96066665649414
macaque,8,24months,lh,pi,di,4,16.006994247436523,-16.462501525878906,44.999359130859375
macaque,8,24months,lh,pi,io,1,47.24563217163086,16.123735427856445,28.492462158203125
macaque,8,24months,lh,pi,io,2,47.865562438964844,20.290159225463867,25.570425033569336
macaque,8,24months,lh,pi,io,3,47.624996185302734,24.818492889404297,22.436708450317383
macaque,8,24months,lh,pi,io,4,46.90663528442383,32.01266098022461,20.812368392944336
macaque,8,24months,lh,pi,io,5,44.82902526855469,38.98698806762695,22.61412239074707
macaque,8,24months,lh,pi,io,6,40.29093551635742,44.88502502441406,24.316171646118164
macaque,8,24months,lh,pi,io,7,35.920074462890625,50.749977111816406,26.548519134521484
macaque,8,24months,lh,pi,io,8,29.152484893798828,55.5128173828125,25.57774543762207
macaque,8,24months,lh,pi,ip,1,33.942169189453125,-13.790584564208984,36.22622299194336
macaque,8,24months,lh,pi,ip,2,31.93781089782715,-9.636285781860352,38.68983459472656
macaque,8,24months,lh,pi,ip,3,27.403955459594727,-6.218024253845215,45.889244079589844
macaque,8,24months,lh,pi,ip,4,20.31184196472168,-0.03218089044094086,51.3560676574707
macaque,8,24months,lh,pi,ip,5,15.032454490661621,6.550349712371826,55.01184844970703
macaque,8,24months,lh,pi,ip,6,10.940812110900879,12.526854515075684,56.935489654541016
macaque,8,24months,lh,pi,ip,7,8.594478607177734,17.01640510559082,58.12724304199219
macaque,8,24months,lh,pi,ip,8,6.882456302642822,22.496021270751953,58.0753173828125
macaque,8,24months,lh,pi,ip,9,7.627852439880371,26.581174850463867,58.317115783691406
macaque,8,24months,lh,pi,la,1,6.3375091552734375,-7.243566989898682,-9.104787826538086
macaque,8,24months,lh,pi,la,2,14.969202995300293,-15.039338111877441,-10.75968074798584
macaque,8,24months,lh,pi,la,3,26.623287200927734,-22.854087829589844,-11.17911434173584
macaque,8,24months,lh,pi,la,4,35.60445022583008,-25.004703521728516,-11.10618782043457
macaque,8,24months,lh,pi,la,5,43.43946075439453,-20.883806228637695,-3.7314798831939697
macaque,8,24months,lh,pi,la,6,47.783870697021484,-13.838958740234375,7.923627853393555
macaque,8,24months,lh,pi,la,7,48.37773513793945,-9.481179237365723,14.085362434387207
macaque,8,24months,lh,pi,la,8,47.82963180541992,-4.899570465087891,21.741506576538086
macaque,8,24months,lh,pi,la,9,43.379703521728516,-3.3085827827453613,30.02520751953125
macaque,8,24months,lh,pi,la,10,38.431453704833984,0.5031781196594238,37.69093704223633
macaque,8,24months,lh,pi,la,11,34.04621124267578,4.42375373840332,42.45554733276367
macaque,8,24months,lh,pi,la,12,32.09310531616211,9.81595230102539,45.51300048828125
macaque,8,24months,lh,pi,lu,1,48.08504104614258,27.9401912689209,26.711563110351562
macaque,8,24months,lh,pi,lu,2,46.05535125732422,24.508302688598633,32.47995376586914
macaque,8,24months,lh,pi,lu,3,40.72270202636719,23.502033233642578,40.01454544067383
macaque,8,24months,lh,pi,lu,4,34.797367095947266,24.277891159057617,46.35260009765625
macaque,8,24months,lh,pi,lu,5,29.725561141967773,25.608129501342773,50.525657653808594
macaque,8,24months,lh,pi,lu,6,23.285085678100586,26.409271240234375,54.3727912902832
macaque,8,24months,lh,pi,lu,7,14.591318130493164,27.05921745300293,57.53752136230469
macaque,8,24months,lh,pi,lu,8,7.776391506195068,27.045469284057617,58.45802688598633
macaque,8,24months,lh,pi,of,1,4.207594871520996,-52.851951599121094,-14.130436897277832
macaque,8,24months,lh,pi,of,2,4.672829627990723,-47.73981857299805,-10.85922622680664
macaque,8,24months,lh,pi,of,3,6.732357501983643,-41.23637771606445,-6.87468957901001
macaque,8,24months,lh,pi,of,4,7.523392677307129,-33.88957977294922,-6.955835819244385
macaque,8,24months,lh,pi,of,5,8.457673072814941,-27.83060073852539,-7.247016429901123
macaque,8,24months,lh,pi,po,1,-1.444813847541809,29.160829544067383,55.20400619506836
macaque,8,24months,lh,pi,po,2,2.6617703437805176,27.504640579223633,58.03966522216797
macaque,8,24months,lh,pi,po,3,7.87732458114624,26.570852279663086,56.62371826171875
macaque,8,24months,lh,pi,pr,1,7.640242099761963,-60.68354415893555,-5.049516201019287
macaque,8,24months,lh,pi,pr,2,11.403016090393066,-57.89449691772461,-1.953081488609314
macaque,8,24months,lh,pi,pr,3,15.278836250305176,-55.423465728759766,2.4226109981536865
macaque,8,24months,lh,pi,pr,4,17.243427276611328,-53.25810241699219,6.668851852416992
macaque,8,24months,lh,pi,pr,5,20.30046844482422,-49.212669372558594,11.169817924499512
macaque,8,24months,lh,pi,pr,6,23.972679138183594,-44.42839050292969,15.445101737976074
macaque,8,24months,lh,pi,pr,7,26.712932586669922,-37.262874603271484,20.035385131835938
macaque,8,24months,lh,pi,st,1,25.988954544067383,-10.277902603149414,-27.579198837280273
macaque,8,24months,lh,pi,st,2,31.397245407104492,-9.431419372558594,-26.11328125
macaque,8,24months,lh,pi,st,3,37.31212615966797,-9.457289695739746,-19.871726989746094
macaque,8,24months,lh,pi,st,4,41.76095199584961,-9.373540878295898,-14.144974708557129
macaque,8,24months,lh,pi,st,5,45.77175521850586,-6.095517635345459,-6.198553562164307
macaque,8,24months,lh,pi,st,6,48.44465255737305,-2.253843307495117,0.8826884031295776
macaque,8,24months,lh,pi,st,7,50.241600036621094,0.3746500015258789,9.46488094329834
macaque,8,24months,lh,pi,st,8,50.625701904296875,2.900050640106201,16.599693298339844
macaque,8,24months,lh,pi,st,9,48.192466735839844,5.262832164764404,24.420196533203125
macaque,8,24months,lh,pi,st,10,45.11451721191406,7.184600353240967,30.801565170288086
macaque,8,24months,lh,pi,st,11,40.947715759277344,10.323975563049316,38.02256393432617
macaque,8,24months,lh,pi,st,12,34.65262222290039,12.840487480163574,44.24835205078125
macaque,8,24months,lh,pi,st,13,29.267412185668945,15.422898292541504,48.90102767944336
macaque,8,24months,lh,pi,st,14,21.25303840637207,15.947479248046875,51.97860336303711
macaque,8,24months,lh,pi,st,15,14.232443809509277,20.355653762817383,58.23607635498047
macaque,8,24months,lh,wh,arc,1,4.914168834686279,-39.21818161010742,20.794574737548828
macaque,8,24months,lh,wh,arc,2,8.919041633605957,-36.00886917114258,18.58676528930664
macaque,8,24months,lh,wh,arc,3,11.160605430603027,-28.753219604492188,18.951107025146484
macaque,8,24months,lh,wh,arc,4,15.389270782470703,-24.699769973754883,19.005882263183594
macaque,8,24months,lh,wh,arc,5,20.63771629333496,-23.612377166748047,14.947525024414062
macaque,8,24months,lh,wh,arc,6,23.796573638916016,-25.080904006958008,11.610652923583984
macaque,8,24months,lh,wh,arc,7,27.250137329101562,-28.478376388549805,7.928867816925049
macaque,8,24months,lh,wh,arc,8,31.986896514892578,-32.64207077026367,4.691061496734619
macaque,8,24months,lh,wh,ca,2,21.460491180419922,18.48654556274414,22.878263473510742
macaque,8,24months,lh,wh,ca,3,22.782785415649414,21.788105010986328,26.13652229309082
macaque,8,24months,lh,wh,ca,4,25.22138786315918,26.496503829956055,30.312707901000977
macaque,8,24months,lh,wh,ca,5,25.876707077026367,30.81405258178711,32.7664909362793
macaque,8,24months,lh,wh,ca,6,26.80674934387207,34.6694221496582,35.21098327636719
macaque,8,24months,lh,wh,ca,7,28.55169677734375,38.184791564941406,38.36265182495117
macaque,8,24months,lh,wh,ca,8,25.208751678466797,44.211910247802734,39.337684631347656
macaque,8,24months,lh,wh,ca,9,20.51700782775879,49.521785736083984,39.88671112060547
macaque,8,24months,lh,wh,ca,10,14.090883255004883,53.68947982788086,39.573753356933594
macaque,8,24months,lh,wh,ce,1,4.459414958953857,-6.246432781219482,45.06552505493164
macaque,8,24months,lh,wh,ce,2,9.358184814453125,-7.033733367919922,42.18202209472656
macaque,8,24months,lh,wh,ce,3,14.303604125976562,-7.788213729858398,37.98152160644531
macaque,8,24months,lh,wh,ce,4,16.277999877929688,-10.628050804138184,31.613740921020508
macaque,8,24months,lh,wh,ce,5,22.530193328857422,-12.175130844116211,25.626134872436523
macaque,8,24months,lh,wh,ce,6,32.252532958984375,-12.235593795776367,23.63570213317871
macaque,8,24months,lh,wh,ce,7,38.816131591796875,-10.601310729980469,21.29659652709961
macaque,8,24months,lh,wh,ci,1,5.038624286651611,6.896216869354248,51.10190200805664
macaque,8,24months,lh,wh,ci,2,7.630797386169434,3.19572114944458,47.82539367675781
macaque,8,24months,lh,wh,ci,3,8.999468803405762,0.5068349838256836,42.887699127197266
macaque,8,24months,lh,wh,ci,4,9.604984283447266,-0.4596017599105835,36.594993591308594
macaque,8,24months,lh,wh,ci,5,8.940486907958984,-4.528874397277832,31.319610595703125
macaque,8,24months,lh,wh,ci,6,7.972545623779297,-12.47757339477539,27.599260330200195
macaque,8,24months,lh,wh,ci,7,7.719144344329834,-21.285953521728516,25.53062629699707
macaque,8,24months,lh,wh,ci,8,5.853180885314941,-28.06439781188965,20.97178840637207
macaque,8,24months,lh,wh,ci,9,5.863409996032715,-32.49289321899414,16.14376449584961
macaque,8,24months,lh,wh,ci,10,7.736799716949463,-38.00957107543945,11.251211166381836
macaque,8,24months,lh,wh,ci,11,5.839168071746826,-45.468997955322266,5.4082932472229
macaque,8,24months,lh,wh,ci,12,1.6695011854171753,-48.418033599853516,-1.142638087272644
macaque,8,24months,lh,wh,co,1,8.258712768554688,15.77176570892334,21.372774124145508
macaque,8,24months,lh,wh,co,2,5.491767883300781,16.6627254486084,24.45073890686035
macaque,8,24months,lh,wh,co,3,4.949571132659912,13.897588729858398,26.44249725341797
macaque,8,24months,lh,wh,co,4,3.1440823078155518,10.713244438171387,26.409198760986328
macaque,8,24months,lh,wh,co,5,1.70265793800354,1.3536735773086548,25.55386734008789
macaque,8,24months,lh,wh,co,6,0.49550727009773254,-7.8150248527526855,24.39002227783203
macaque,8,24months,lh,wh,co,7,-1.071790099143982,-16.917522430419922,22.08559799194336
macaque,8,24months,lh,wh,co,8,-1.5885343551635742,-25.316680908203125,18.179677963256836
macaque,8,24months,lh,wh,co,9,-1.5139797925949097,-32.07244873046875,10.827943801879883
macaque,8,24months,lh,wh,co,10,-1.8451502323150635,-37.5693359375,5.047603607177734
macaque,8,24months,lh,wh,co,11,-1.961254358291626,-35.10979080200195,0.9147998094558716
macaque,8,24months,lh,wh,co,12,-2.672605514526367,-30.382259368896484,0.9056532979011536
macaque,8,24months,lh,wh,co,13,-2.36781644821167,-27.858875274658203,2.429033041000366
macaque,8,24months,lh,wh,di,1,9.57304859161377,-18.535289764404297,37.43882751464844
macaque,8,24months,lh,wh,di,2,8.758935928344727,-22.65824317932129,32.04788589477539
macaque,8,24months,lh,wh,di,3,9.052482604980469,-28.51057243347168,29.95318031311035
macaque,8,24months,lh,wh,io,2,41.372745513916016,16.546283721923828,27.662506103515625
macaque,8,24months,lh,wh,io,3,39.068267822265625,20.073259353637695,26.289331436157227
macaque,8,24months,lh,wh,io,4,34.778079986572266,26.367464065551758,26.45163345336914
macaque,8,24months,lh,wh,io,5,33.9462890625,32.8955078125,28.431320190429688
macaque,8,24months,lh,wh,io,6,32.725677490234375,39.009742736816406,30.914283752441406
macaque,8,24months,lh,wh,io,7,29.414342880249023,44.81632614135742,30.378156661987305
macaque,8,24months,lh,wh,io,8,26.42584991455078,51.521236419677734,29.42801284790039
macaque,8,24months,lh,wh,ip,1,31.54804801940918,-10.892169952392578,30.649267196655273
macaque,8,24months,lh,wh,ip,2,26.708202362060547,-7.34726619720459,30.669660568237305
macaque,8,24months,lh,wh,ip,3,21.97405433654785,-4.699275016784668,30.913637161254883
macaque,8,24months,lh,wh,ip,4,17.74744987487793,-1.0333656072616577,31.96708106994629
macaque,8,24months,lh,wh,ip,5,13.424514770507812,3.3551828861236572,32.48483657836914
macaque,8,24months,lh,wh,ip,6,7.7964959144592285,10.508292198181152,34.50517272949219
macaque,8,24months,lh,wh,ip,7,5.5336480140686035,17.14565086364746,40.5958251953125
macaque,8,24months,lh,wh,ip,8,5.634078025817871,24.51714515686035,40.50725173950195
